"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
2002,"GA","Georgia",8544005,39271,606,2108,NA,13432,23125,346559,73932,234591,38036,NA
2002,"HI","Hawaii",1240663,3262,24,372,NA,1210,1656,71976,12722,49344,9910,NA
2002,"IA","Iowa",2935840,8388,44,797,NA,1169,6378,92877,18643,68411,5823,NA
2002,"ID","Idaho",1343124,3419,36,497,NA,240,2646,39128,7441,29060,2627,NA
2002,"IL","Illinois",12586447,75759,961,4370,NA,25314,45114,430479,81440,304227,44812,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2002,"IN","Indiana",6156913,22001,362,1843,NA,6612,13184,208965,42605,146073,20287,NA
2002,"KS","Kansas",2711769,10229,78,1035,NA,2165,6951,100768,19679,73877,7212,NA
2002,"KY","Kentucky",4089822,11101,191,1087,NA,3131,6692,108590,26891,72378,9321,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate."
2002,"LA","Louisiana",4476192,29690,593,1529,NA,7123,20445,198838,45350,133302,20186,NA
2002,"MA","Massachusetts",6421800,31137,173,1777,NA,7169,22018,167753,33243,107922,26588,NA
2002,"MD","Maryland",5450525,42015,513,1370,NA,13417,26715,217105,39765,143320,34020,NA
2002,"ME","Maine",1294894,1396,14,377,NA,270,735,32985,6965,24591,1429,NA
2002,"MI","Michigan",10043221,54306,678,5364,NA,11847,36417,335060,70970,214367,49723,NA
2002,"MN","Minnesota",5024791,13428,112,2273,NA,3937,7106,164026,28034,122150,13842,NA
2002,"MO","Missouri",5669544,30557,331,1465,NA,7024,21737,230520,42721,159921,27878,NA
2002,"MS","Mississippi",2866733,9858,264,1127,NA,3356,5111,109584,29593,70468,9523,NA
2002,"MT","Montana",910372,3197,16,237,NA,283,2661,28751,3289,23679,1783,NA
2002,"NC","North Carolina",8305820,39118,548,2196,NA,12205,24169,353708,99535,229307,24866,NA
2002,"ND","North Dakota",633911,496,5,163,NA,58,270,14762,2243,11501,1018,NA
2002,"NE","Nebraska",1727564,5428,48,464,NA,1359,3557,68178,10329,51440,6409,NA
2002,"NH","New Hampshire",1274405,2056,12,446,NA,413,1185,26250,4838,19468,1944,NA
2002,"NJ","New Jersey",8575252,32252,339,1365,NA,13955,16593,227715,43899,148061,35755,NA
2002,"NM","New Mexico",1852044,13719,152,1027,NA,2206,10334,80477,19634,53406,7437,NA
2002,"NV","Nevada",2167455,13856,181,928,NA,5118,7629,83896,18951,47459,17486,NA
2002,"NY","New York",19134293,95030,909,3885,NA,36653,53583,442091,76700,318025,47366,NA
2002,"OH","Ohio",11408699,40128,526,4809,NA,17871,16922,428976,99164,287045,42767,NA
2002,"OK","Oklahoma",3489700,17587,163,1573,NA,2966,12885,148128,35171,100185,12772,NA
2002,"OR","Oregon",3520355,10298,72,1238,NA,2742,6246,161145,25696,118925,16524,NA
2002,"PA","Pennsylvania",12328827,49578,624,3731,NA,17163,28060,300868,55610,212441,32817,NA
2002,"RI","Rhode Island",1068326,3051,41,395,NA,916,1699,35342,6415,24051,4876,NA
2002,"SC","South Carolina",4103770,33761,298,1959,NA,5774,25730,183808,43745,123196,16867,NA
2002,"SD","South Dakota",760437,1350,11,361,NA,117,861,15992,3034,12139,819,NA
2002,"TN","Tennessee",5789796,41562,420,2290,NA,9413,29439,249399,61248,161610,26541,NA
2002,"TX","Texas",21736925,126018,1302,8508,NA,37580,78628,1004274,212602,688992,102680,NA
2002,"UT","Utah",2318789,5488,47,943,NA,1140,3358,97641,15124,74795,7722,NA
2002,"VA","Virginia",7287829,21256,388,1839,NA,6961,12068,207783,31757,157548,18478,NA
2002,"VT","Vermont",616408,658,13,126,NA,77,442,14942,3489,10684,769,NA
2002,"WA","Washington",6067060,20964,184,2734,NA,5797,12249,288967,54948,193526,40493,NA
2002,"WI","Wisconsin",5439692,12238,154,1237,NA,4713,6134,164749,27926,123365,13458,NA
2002,"WV","West Virginia",1804884,4221,57,328,NA,657,3179,41099,9677,27524,3898,NA
2002,"WY","Wyoming",498830,1364,15,148,NA,93,1108,16494,2448,13303,743,NA
2003,"USA","United States",290788976,1383676,16528,93883,NA,414235,859030,10442862,2154834,7026802,1261226,NA
2003,"AK","Alaska",648280,3877,39,605,NA,446,2787,24386,3874,18051,2461,NA
2003,"AL","Alabama",4503726,19331,299,1656,NA,6038,11338,182241,43245,124039,14957,NA
2003,"AR","Arkansas",2727774,12449,180,911,NA,2227,9131,99084,25016,68061,6007,NA
2003,"AZ","Arizona",5579222,28638,441,1856,NA,7619,18722,314335,58613,198725,56997,NA
2003,"CA","California",35462712,205551,2407,9994,NA,63770,129380,1215086,242274,731486,241326,NA
2003,"CO","Colorado",4547633,15757,185,1913,NA,3738,9921,179706,32394,124496,22816,NA
2003,"CT","Connecticut",3486960,11045,112,698,NA,4212,6023,92981,16043,65568,11370,NA
2003,"DC","District of Columbia",557620,9061,249,274,NA,3941,4597,32696,4671,18119,9906,"District of Columbia data include reports from the Zoological Police"
2003,"DE","Delaware",818166,5525,21,370,NA,1441,3693,27943,6066,18933,2944,NA
2003,"FL","Florida",16999181,124280,924,6727,NA,31523,85106,757696,170644,505489,81563,NA
2003,"GA","Georgia",8676460,39435,657,2234,NA,14043,22501,369589,79001,247196,43392,NA
2003,"HI","Hawaii",1248755,3400,22,367,NA,1168,1843,65867,11409,44807,9651,NA
2003,"IA","Iowa",2941976,8175,50,796,NA,1131,6198,87554,17515,64400,5639,NA
2003,"ID","Idaho",1367034,3362,26,535,NA,245,2556,40042,7837,29559,2646,NA
2003,"IL","Illinois",12649087,70376,895,4189,NA,23786,41506,415885,78345,295907,41633,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2003,"IN","Indiana",6199571,21842,338,1720,NA,6401,13383,208039,41582,145686,20771,NA
2003,"KS","Kansas",2724786,10831,125,1085,NA,2247,7374,109276,21973,79471,7832,NA
2003,"KY","Kentucky",4118189,10232,181,1124,NA,3224,5703,103370,26034,69083,8253,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate."
2003,"LA","Louisiana",4493665,28622,584,1601,NA,7008,19429,193698,44572,129471,19655,NA
2003,"MA","Massachusetts",6420357,30377,140,1848,NA,8011,20378,164543,34963,104069,25511,NA
2003,"MD","Maryland",5512310,38778,525,1358,NA,13302,23593,209418,38641,134372,36405,NA
2003,"ME","Maine",1309205,1422,16,354,NA,289,763,32078,6579,24043,1456,NA
2003,"MI","Michigan",10082364,51550,612,5470,NA,11254,34214,330565,68316,208538,53711,NA
2003,"MN","Minnesota",5064172,13316,127,2092,NA,3906,7191,157663,27698,116216,13749,NA
2003,"MO","Missouri",5719204,28067,289,1400,NA,6686,19692,233564,41997,161616,29951,NA
2003,"MS","Mississippi",2882594,9336,267,1079,NA,3016,4974,106867,29564,68307,8996,NA
2003,"MT","Montana",918157,3351,30,246,NA,298,2777,28428,3722,22800,1906,NA
2003,"NC","North Carolina",8421190,38243,506,2139,NA,12229,23369,359660,100687,232081,26892,NA
2003,"ND","North Dakota",633400,508,9,160,NA,53,286,13364,1959,10327,1078,NA
2003,"NE","Nebraska",1737475,5105,56,504,NA,1165,3380,65189,10133,48924,6132,NA
2003,"NH","New Hampshire",1288705,1937,17,438,NA,480,1002,26456,4589,19934,1933,NA
2003,"NJ","New Jersey",8642412,31488,406,1288,NA,13342,16452,220350,43457,142287,34606,NA
2003,"NM","New Mexico",1878562,12535,116,940,NA,1937,9542,76816,18997,50595,7224,NA
2003,"NV","Nevada",2242207,13813,197,871,NA,5225,7520,96128,21958,53321,20849,NA
2003,"NY","New York",19212425,89486,934,3775,NA,35790,48987,432079,75453,311422,45204,NA
2003,"OH","Ohio",11437680,38185,526,4660,NA,16895,16104,417483,95083,281383,41017,NA
2003,"OK","Oklahoma",3506469,17758,206,1501,NA,3224,12827,151208,34846,103404,12958,NA
2003,"OR","Oregon",3564330,10506,68,1218,NA,2847,6373,169863,28562,122327,18974,NA
2003,"PA","Pennsylvania",12370761,49210,647,3556,NA,17980,27027,300639,53918,213279,33442,NA
2003,"RI","Rhode Island",1076084,3074,25,505,NA,830,1714,32231,5524,22320,4387,NA
2003,"SC","South Carolina",4148744,33455,303,1952,NA,5801,25399,187592,43993,127809,15790,NA
2003,"SD","South Dakota",764905,1329,10,356,NA,104,859,15324,2878,11572,874,NA
2003,"TN","Tennessee",5845208,40409,396,2129,NA,9413,28471,256565,63323,166769,26473,NA
2003,"TX","Texas",22103374,122246,1422,8025,NA,37017,75782,1016735,219877,698644,98214,NA
2003,"UT","Utah",2352119,5889,60,919,NA,1258,3652,100084,16961,75321,7802,NA
2003,"VA","Virginia",7365284,20490,416,1807,NA,6713,11554,200449,29105,153367,17977,NA
2003,"VT","Vermont",619343,707,15,126,NA,62,504,13803,3017,10132,654,NA
2003,"WA","Washington",6131298,21272,182,2863,NA,5718,12509,291542,58271,192653,40618,NA
2003,"WI","Wisconsin",5474290,12104,183,1202,NA,4397,6322,157684,26546,118775,12363,NA
2003,"WV","West Virginia",1811440,4627,73,311,NA,701,3542,42370,10498,28409,3463,NA
2003,"WY","Wyoming",502111,1314,14,136,NA,84,1080,16648,2611,13239,798,NA
2004,"USA","United States",293656842,1360088,16148,95089,NA,401470,847381,10319386,2144446,6937089,1237851,NA
2004,"AK","Alaska",657755,4159,37,558,NA,447,3117,22172,3773,16159,2240,NA
2004,"AL","Alabama",4525375,19324,254,1742,NA,6042,11286,182340,44666,123650,14024,NA
2004,"AR","Arkansas",2750000,13814,176,1183,NA,2372,10083,110911,30151,74242,6518,NA
2004,"AZ","Arizona",5739879,28952,414,1896,NA,7721,18921,291203,56885,179012,55306,NA
2004,"CA","California",35842038,189175,2392,9615,NA,61768,115400,1227194,245903,728687,252604,NA
2004,"CO","Colorado",4601821,17121,201,1945,NA,3739,11236,180322,33010,123308,24004,NA
2004,"CT","Connecticut",3498966,10113,100,755,NA,4188,5070,93942,15959,66770,11213,NA
2004,"DC","District of Columbia",554239,7590,198,222,NA,3202,3968,26896,3946,14542,8408,"District of Columbia data include reports from the Zoological Police"
2004,"DE","Delaware",830069,5105,28,357,NA,1343,3377,27256,5669,19285,2302,NA
2004,"FL","Florida",17385430,123754,946,6612,NA,29997,86199,727141,166332,482484,78325,NA
2004,"GA","Georgia",8918129,40217,613,2387,NA,13656,23561,376656,82992,249426,44238,NA
2004,"HI","Hawaii",1262124,3213,33,333,NA,944,1903,60525,10827,41078,8620,NA
2004,"IA","Iowa",2952904,8499,44,782,NA,1160,6513,85775,17928,62214,5633,NA
2004,"ID","Idaho",1395140,3452,31,594,NA,241,2586,38799,7671,28389,2739,NA
2004,"IL","Illinois",12712016,69365,780,4220,NA,22582,41783,403486,76088,287025,40373,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2004,"IN","Indiana",6226537,20294,316,1803,NA,6373,11802,211929,42168,148670,21091,NA
2004,"KS","Kansas",2733697,10330,122,1142,NA,1812,7254,109771,20146,81115,8510,NA
2004,"KY","Kentucky",4141835,10152,236,1238,NA,3268,5410,105209,25902,70535,8772,NA
2004,"LA","Louisiana",4506685,28844,574,1616,NA,6564,20090,199153,45359,134080,19714,NA
2004,"MA","Massachusetts",6407382,29489,171,1794,NA,7484,20040,158150,34497,101605,22048,NA
2004,"MD","Maryland",5561332,38961,521,1317,NA,12772,24351,202474,36704,129888,35882,NA
2004,"ME","Maine",1314985,1364,18,315,NA,289,742,31740,6341,24096,1303,NA
2004,"MI","Michigan",10104206,49737,643,5482,NA,11336,32276,309805,64233,194988,50584,NA
2004,"MN","Minnesota",5096546,13751,113,2123,NA,4070,7445,155019,28048,113453,13518,NA
2004,"MO","Missouri",5759532,28226,354,1479,NA,6630,19763,224629,40472,158264,25893,NA
2004,"MS","Mississippi",2900768,8568,227,1161,NA,2503,4677,100980,27661,65440,7879,NA
2004,"MT","Montana",926920,2723,30,273,NA,233,2187,27215,3515,22082,1618,NA
2004,"NC","North Carolina",8540468,38244,532,2339,NA,11782,23591,355328,101193,227147,26988,NA
2004,"ND","North Dakota",636308,558,8,177,NA,43,330,12493,2040,9516,937,NA
2004,"NE","Nebraska",1747704,5393,40,620,NA,1138,3595,61512,9826,46399,5287,NA
2004,"NH","New Hampshire",1299169,2202,17,466,NA,500,1219,26658,4979,19723,1956,NA
2004,"NJ","New Jersey",8685166,30943,392,1331,NA,13076,16144,211313,41030,139977,30306,NA
2004,"NM","New Mexico",1903006,13081,169,1039,NA,2062,9811,79895,19924,52069,7902,NA
2004,"NV","Nevada",2332898,14379,172,954,NA,4905,8348,98215,23142,52438,22635,NA
2004,"NY","New York",19280727,84914,889,3608,NA,33506,46911,422734,70696,311036,41002,NA
2004,"OH","Ohio",11450143,38787,506,4744,NA,17429,16108,419337,96518,282168,40651,NA
2004,"OK","Oklahoma",3523546,17635,186,1557,NA,3090,12802,149472,35244,101271,12957,NA
2004,"OR","Oregon",3591363,10724,90,1283,NA,2751,6600,166475,30072,117868,18535,NA
2004,"PA","Pennsylvania",12394471,50998,650,3535,NA,18474,28339,299611,54443,214199,30969,NA
2004,"RI","Rhode Island",1079916,2673,26,320,NA,731,1596,31166,5465,21623,4078,NA
2004,"SC","South Carolina",4197892,33160,286,1772,NA,5468,25634,190456,43739,130991,15726,NA
2004,"SD","South Dakota",770621,1319,17,336,NA,112,854,14885,3148,10890,847,NA
2004,"TN","Tennessee",5893298,41113,357,2282,NA,8863,29611,254991,60386,169828,24777,NA
2004,"TX","Texas",22471549,121554,1364,8388,NA,35817,75985,1010702,220118,696507,94077,NA
2004,"UT","Utah",2420708,5647,46,967,NA,1236,3398,97762,15225,74889,7648,NA
2004,"VA","Virginia",7481332,20608,390,1816,NA,6899,11503,200368,28759,154154,17455,NA
2004,"VT","Vermont",621233,713,16,160,NA,78,459,14559,3435,10537,587,NA
2004,"WA","Washington",6207046,21330,190,2857,NA,5866,12417,300837,60632,196972,43233,NA
2004,"WI","Wisconsin",5503533,11548,154,1136,NA,4067,6191,146710,23854,111482,11374,NA
2004,"WV","West Virginia",1812548,5110,68,346,NA,774,3922,46326,10994,31566,3766,NA
2004,"WY","Wyoming",505887,1163,11,112,NA,67,973,16889,2738,13352,799,NA
2005,"USA","United States",296507061,1390745,16740,94347,NA,417438,862220,10174754,2155448,6783447,1235859,NA
2005,"AK","Alaska",663253,4194,32,538,NA,537,3087,23975,4131,17249,2595,NA
2005,"AL","Alabama",4548327,19678,374,1564,NA,6447,11293,177393,43473,120780,13140,NA
2005,"AR","Arkansas",2775708,14670,189,1202,NA,2532,10747,112914,30118,75510,7286,NA
2005,"AZ","Arizona",5953007,30478,445,2006,NA,8579,19448,287345,56328,176112,54905,NA
2005,"CA","California",36154147,190178,2503,9392,NA,63622,114661,1200531,250521,692467,257543,NA
2005,"CO","Colorado",4663295,18498,173,2026,NA,3948,12351,188449,34746,127602,26101,NA
2005,"CT","Connecticut",3500701,9542,105,712,NA,3933,4792,90270,15245,64416,10609,NA
2005,"DC","District of Columbia",582049,8032,195,166,NA,3700,3971,26133,3577,14836,7720,"District of Columbia data include reports from the Zoological Police"
2005,"DE","Delaware",841741,5332,37,377,NA,1306,3612,26245,5811,18085,2349,NA
2005,"FL","Florida",17768191,125957,883,6592,NA,30141,88341,712998,164783,472912,75303,NA
2005,"GA","Georgia",9132553,40725,564,2143,NA,14041,23977,378534,84463,249594,44477,NA
2005,"HI","Hawaii",1273278,3253,24,343,NA,1001,1885,61115,9792,42188,9135,NA
2005,"IA","Iowa",2965524,8697,40,847,NA,1153,6657,84370,18147,60723,5500,NA
2005,"ID","Idaho",1429367,3670,35,577,NA,266,2792,38556,8066,27606,2884,NA
2005,"IL","Illinois",12765427,70496,770,4313,NA,23255,42158,394670,77635,277662,39373,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2005,"IN","Indiana",6266019,20302,356,1856,NA,6809,11281,216778,43756,151278,21744,NA
2005,"KS","Kansas",2748172,10701,101,1098,NA,1795,7707,104588,19028,76222,9338,NA
2005,"KY","Kentucky",4172608,11134,190,1421,NA,3690,5833,105608,26458,70354,8796,NA
2005,"LA","Louisiana",4507331,26889,450,1421,NA,5337,19681,166611,39382,112840,14389,NA
2005,"MA","Massachusetts",6433367,29644,178,1751,NA,7837,19878,151727,34728,98079,18920,NA
2005,"MD","Maryland",5589599,39369,552,1266,NA,14378,23173,198483,35922,128491,34070,NA
2005,"ME","Maine",1318220,1483,19,326,NA,323,815,31889,6323,24218,1348,NA
2005,"MI","Michigan",10100833,55936,629,5199,NA,13348,36760,312892,70527,194090,48275,NA
2005,"MN","Minnesota",5126739,15243,115,2258,NA,4724,8146,158301,29716,114304,14281,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2005,"MO","Missouri",5797703,30477,402,1625,NA,7196,21254,227809,42822,159288,25699,NA
2005,"MS","Mississippi",2908496,8131,214,1147,NA,2405,4365,95231,26866,60873,7492,NA
2005,"MT","Montana",934737,2634,18,301,NA,177,2138,29407,3642,23794,1971,NA
2005,"NC","North Carolina",8672459,40650,585,2302,NA,12635,25128,353855,104298,221091,28466,NA
2005,"ND","North Dakota",634605,706,12,180,NA,54,460,12848,2043,9732,1073,NA
2005,"NE","Nebraska",1758163,5052,44,581,NA,1040,3387,60348,9408,45359,5581,NA
2005,"NH","New Hampshire",1306819,1761,19,406,NA,365,971,24031,4192,18493,1346,NA
2005,"NJ","New Jersey",8703150,30919,417,1208,NA,13215,16079,203391,38980,136728,27683,NA
2005,"NM","New Mexico",1925985,12448,144,1041,NA,1893,9370,79575,20939,50707,7929,NA
2005,"NV","Nevada",2412301,14654,206,1016,NA,4702,8730,102424,23481,52012,26931,NA
2005,"NY","New York",19315721,85839,874,3636,NA,35179,46150,405990,68034,302220,35736,NA
2005,"OH","Ohio",11470685,40162,590,4671,NA,18673,16228,420705,100183,279051,41471,NA
2005,"OK","Oklahoma",3543442,18044,187,1481,NA,3230,13146,143406,35692,93814,13900,NA
2005,"OR","Oregon",3638871,10444,80,1266,NA,2478,6620,160199,27621,113316,19262,NA
2005,"PA","Pennsylvania",12405348,52761,756,3586,NA,19214,29205,300444,56134,214916,29394,NA
2005,"RI","Rhode Island",1073579,2710,34,323,NA,776,1577,29287,5319,19567,4401,NA
2005,"SC","South Carolina",4246933,32590,314,1862,NA,5657,24757,185606,42741,126489,16376,NA
2005,"SD","South Dakota",774883,1387,18,377,NA,145,847,13694,2505,10350,839,NA
2005,"TN","Tennessee",5955745,45104,431,2194,NA,10009,32470,256093,61508,169357,25228,NA
2005,"TX","Texas",22928508,121091,1407,8511,NA,35790,75383,990293,219828,677042,93423,NA
2005,"UT","Utah",2490334,5612,56,920,NA,1095,3541,95546,14971,72082,8493,NA
2005,"VA","Virginia",7564327,21434,458,1763,NA,7495,11718,200404,29829,154584,15991,NA
2005,"VT","Vermont",622387,782,8,153,NA,76,545,14749,3185,10894,670,NA
2005,"WA","Washington",6291899,21745,205,2811,NA,5788,12941,307661,60343,198031,49287,NA
2005,"WI","Wisconsin",5527644,13367,206,1135,NA,4555,7471,147556,24448,110531,12577,NA
2005,"WV","West Virginia",1814083,4968,82,335,NA,816,3735,47757,11334,32603,3820,NA
2005,"WY","Wyoming",508798,1172,14,122,NA,78,958,16070,2426,12905,739,NA
2006,"USA","United States",299398484,1435123,17309,94472,NA,449246,874096,10019601,2194993,6626363,1198245,NA
2006,"AK","Alaska",670053,4610,36,512,NA,600,3462,23975,4155,17284,2536,NA
2006,"AL","Alabama",4599030,19553,382,1646,NA,7062,10463,181249,44780,121451,15018,NA
2006,"AR","Arkansas",2810872,15538,205,1325,NA,2749,11259,112025,31864,72646,7515,NA
2006,"AZ","Arizona",6166318,33456,533,2449,NA,9491,20983,294389,59418,178321,56650,NA
2006,"CA","California",36457549,194483,2486,9235,NA,71142,111620,1159988,247230,669103,243655,NA
2006,"CO","Colorado",4753377,18794,171,2158,NA,3824,12641,163439,32411,110372,20656,NA
2006,"CT","Connecticut",3504809,10505,137,696,NA,4460,5212,90638,15583,64765,10290,NA
2006,"DC","District of Columbia",581530,8772,169,185,NA,3829,4589,27064,3835,15908,7321,"District of Columbia data include reports from the Zoological Police"
2006,"DE","Delaware",853476,5983,42,417,NA,1791,3733,29670,6337,20449,2884,NA
2006,"FL","Florida",18089888,129602,1129,6475,NA,34147,87851,721101,170873,473774,76454,NA
2006,"GA","Georgia",9363941,44754,605,2169,NA,15511,26469,362712,85140,234445,43127,NA
2006,"HI","Hawaii",1285498,3608,21,353,NA,1144,2090,54247,8724,37784,7739,NA
2006,"IA","Iowa",2982085,8521,55,871,NA,1309,6286,84202,18160,60998,5044,NA
2006,"ID","Idaho",1466465,3666,35,611,NA,294,2726,35135,7545,25154,2436,NA
2006,"IL","Illinois",12831970,69498,780,4078,NA,23782,40858,387478,77259,272578,37641,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state.  Rockford, Illinois, has provided valid forcible rape counts as of 2006."
2006,"IN","Indiana",6313520,20303,361,1811,NA,7175,10956,217783,45538,150655,21590,NA
2006,"KS","Kansas",2764075,11960,125,1279,NA,1878,8678,104260,20086,75450,8724,NA
2006,"KY","Kentucky",4206074,11361,173,1312,NA,3850,6026,109428,27867,72197,9364,NA
2006,"LA","Louisiana",4287768,30923,555,1587,NA,5928,22853,174975,46703,112605,15667,NA
2006,"MA","Massachusetts",6437193,32217,188,1771,NA,8080,22178,153943,35243,100725,17975,NA
2006,"MD","Maryland",5615727,38111,546,1178,NA,14376,22011,195484,37459,127502,30523,NA
2006,"ME","Maine",1321574,1533,23,341,NA,383,786,33658,6846,25465,1347,NA
2006,"MI","Michigan",10095643,56981,721,5347,NA,14229,36684,325594,76313,199183,50098,NA
2006,"MN","Minnesota",5167101,16042,126,1645,NA,5441,8830,159276,30306,115693,13277,"All agencies 1993 and 2005-Present (with the exception of Minneapolis and St. Paul) - The data collection methodology for the offense of forcible rape used by the State Uniform Crime Reporting (UCR) Program does not comply with national UCR Program guidelines. Consequently, their figures for forcible rape and violent crime (of which forcible rape is part) are not included in this tool."
2006,"MO","Missouri",5842713,31897,369,1764,NA,7597,22167,224007,44734,153874,25399,NA
2006,"MS","Mississippi",2910540,9076,231,1039,NA,3259,4547,92853,27117,57406,8330,NA
2006,"MT","Montana",944632,3564,33,348,NA,233,2950,26986,3380,21659,1947,NA
2006,"NC","North Carolina",8856505,42088,539,2495,NA,13468,25586,364549,107333,227114,30102,NA
2006,"ND","North Dakota",635867,1255,14,241,NA,75,925,13359,2601,9672,1086,NA
2006,"NE","Nebraska",1768331,5197,51,577,NA,1136,3433,59411,9535,44710,5166,NA
2006,"NH","New Hampshire",1314895,1785,13,295,NA,435,1042,26060,4395,20179,1486,NA
2006,"NJ","New Jersey",8724560,30550,427,1201,NA,13360,15562,198820,39384,134687,24749,NA
2006,"NM","New Mexico",1954599,12797,134,1073,NA,2095,9495,76000,20906,45864,9230,NA
2006,"NV","Nevada",2495529,18687,226,1092,NA,7038,10331,102338,24902,50429,27007,NA
2006,"NY","New York",19306183,84016,922,3168,NA,34459,45467,398577,68617,297827,32133,NA
2006,"OH","Ohio",11478006,41491,560,4770,NA,19418,16743,423334,105639,279718,37977,NA
2006,"OK","Oklahoma",3579212,17905,210,1488,NA,3145,13062,129728,34437,81853,13438,NA
2006,"OR","Oregon",3700758,10534,88,1219,NA,2711,6516,137858,24324,98897,14637,NA
2006,"PA","Pennsylvania",12440621,55028,741,3611,NA,21095,29581,304589,57739,217142,29708,NA
2006,"RI","Rhode Island",1067610,2460,27,289,NA,740,1404,27914,5453,18852,3609,NA
2006,"SC","South Carolina",4321249,33322,362,1834,NA,5902,25224,184712,42952,125075,16685,NA
2006,"SD","South Dakota",781919,2071,30,465,NA,158,1418,13812,3024,9954,834,NA
2006,"TN","Tennessee",6038803,46043,419,2194,NA,11143,32287,249860,63024,164183,22653,NA
2006,"TX","Texas",23507783,121602,1386,8429,NA,37256,74531,959846,215710,648711,95425,NA
2006,"UT","Utah",2550063,5771,51,891,NA,1242,3587,89572,14721,66480,8371,NA
2006,"VA","Virginia",7642884,21683,403,1829,NA,7779,11672,190257,32166,143292,14799,NA
2006,"VT","Vermont",623908,905,14,173,NA,114,604,14920,3443,10857,620,NA
2006,"WA","Washington",6395798,22303,197,2748,NA,6424,12934,288456,58843,183179,46434,NA
2006,"WI","Wisconsin",5556506,15899,165,1233,NA,5564,8937,156748,27038,115682,14028,NA
2006,"WV","West Virginia",1818470,5113,80,404,NA,853,3776,47941,11579,32305,4057,NA
2006,"WY","Wyoming",515004,1307,13,151,NA,72,1071,15381,2322,12255,804,NA
2007,"USA","United States",301621157,1422970,17128,92160,NA,447324,866358,9882212,2190198,6591542,1100472,NA
2007,"AK","Alaska",683478,4520,43,545,NA,581,3351,23096,3734,16929,2433,NA
2007,"AL","Alabama",4627851,20775,412,1548,NA,7398,11417,184082,45379,124465,14238,NA
2007,"AR","Arkansas",2834797,15226,198,1294,NA,3105,10629,112130,32035,73096,6999,NA
2007,"AZ","Arizona",6338755,32835,548,2353,NA,9764,20170,287308,59988,177076,50244,NA
2007,"CA","California",36553215,191561,2262,9046,NA,70706,109547,1112510,237850,654526,220134,NA
2007,"CO","Colorado",4861515,17101,155,2075,NA,3461,11410,145808,28633,100519,16656,NA
2007,"CT","Connecticut",3502309,10547,113,690,NA,4303,5441,86528,15640,60937,9951,NA
2007,"DC","District of Columbia",588292,8325,181,192,NA,4265,3687,28922,3926,17390,7606,"District of Columbia data include reports from the Zoological Police"
2007,"DE","Delaware",864764,6100,39,341,NA,1763,3957,29216,6420,20454,2342,NA
2007,"FL","Florida",18251243,131878,1202,6149,NA,38155,86372,746249,181836,490783,73630,NA
2007,"GA","Georgia",9544750,46917,720,2198,NA,17291,26708,371248,90294,238436,42518,NA
2007,"HI","Hawaii",1283388,3544,24,377,NA,1122,2021,52866,9089,37494,6283,NA
2007,"IA","Iowa",2988046,8970,39,970,NA,1328,6633,79133,17176,57018,4939,NA
2007,"ID","Idaho",1499402,3841,49,607,NA,243,2942,34124,7131,24727,2266,NA
